"Caller","Sensitivity","Precision","T_coverage","N_coverage","VAF","BND_threshold"
"MantaLumpyUnion",0.572142857142857,0.961772371850565,45,15,0.1,150
"MantaLumpyUnion",0.572142857142857,0.965156794425087,45,15,0.1,200
"MantaLumpyUnion",0.725714285714286,0.877352368591824,45,15,0.2,2
"MantaLumpyUnion",0.747142857142857,0.908136482939633,45,15,0.2,5
"MantaLumpyUnion",0.760714285714286,0.940348525469169,45,15,0.2,50
"MantaLumpyUnion",0.767142857142857,0.955991875423155,45,15,0.2,100
"MantaLumpyUnion",0.767857142857143,0.95864406779661,45,15,0.2,150
"MantaLumpyUnion",0.767857142857143,0.960597826086957,45,15,0.2,200
"MantaLumpyUnion",0.825,0.911270983213429,45,15,0.5,2
"MantaLumpyUnion",0.845,0.938787878787879,45,15,0.5,5
"MantaLumpyUnion",0.852857142857143,0.949574726609964,45,15,0.5,50
"MantaLumpyUnion",0.854285714285714,0.955433455433455,45,15,0.5,100
"MantaLumpyUnion",0.855,0.959558823529412,45,15,0.5,150
"MantaLumpyUnion",0.855,0.961916461916462,45,15,0.5,200
"MantaLumpyUnion",0.878571428571429,0.897765363128492,45,15,0.8,2
"MantaLumpyUnion",0.9,0.926553672316384,45,15,0.8,5
"MantaLumpyUnion",0.903571428571429,0.9363274587834,45,15,0.8,50
"MantaLumpyUnion",0.903571428571429,0.943298969072165,45,15,0.8,100
"MantaLumpyUnion",0.903571428571429,0.946551724137931,45,15,0.8,150
"MantaLumpyUnion",0.903571428571429,0.948732718894009,45,15,0.8,200
"MantaLumpyUnion",0.880714285714286,0.881550218340611,45,15,1,2
"MantaLumpyUnion",0.905714285714286,0.912348401323043,45,15,1,5
"MantaLumpyUnion",0.907857142857143,0.923761825264329,45,15,1,50
"MantaLumpyUnion",0.907857142857143,0.929971988795518,45,15,1,100
"MantaLumpyUnion",0.907857142857143,0.932584269662921,45,15,1,150
"MantaLumpyUnion",0.907857142857143,0.936794582392777,45,15,1,200
"MantaLumpyUnion",0.23,0.758160237388724,45,30,0.05,2
"MantaLumpyUnion",0.245,0.804477611940299,45,30,0.05,5
"MantaLumpyUnion",0.259285714285714,0.858877086494689,45,30,0.05,50
"MantaLumpyUnion",0.277142857142857,0.925117004680187,45,30,0.05,100
"MantaLumpyUnion",0.281428571428571,0.953968253968254,45,30,0.05,150
"MantaLumpyUnion",0.282142857142857,0.960127591706539,45,30,0.05,200
"MantaLumpyUnion",0.532857142857143,0.816692667706708,45,30,0.1,2
"MantaLumpyUnion",0.550714285714286,0.845547675334909,45,30,0.1,5
"MantaLumpyUnion",0.57,0.899591836734694,45,30,0.1,50
"MantaLumpyUnion",0.592857142857143,0.94421315570358,45,30,0.1,100
"MantaLumpyUnion",0.595,0.961993243243243,45,30,0.1,150
"MantaLumpyUnion",0.595,0.964467005076142,45,30,0.1,200
"MantaLumpyUnion",0.768571428571429,0.884711779448622,45,30,0.2,2
"MantaLumpyUnion",0.787142857142857,0.91254752851711,45,30,0.2,5
"MantaLumpyUnion",0.798571428571429,0.944948186528497,45,30,0.2,50
"MantaLumpyUnion",0.805,0.959477124183007,45,30,0.2,100
"MantaLumpyUnion",0.805714285714286,0.961412688031393,45,30,0.2,150
"MantaLumpyUnion",0.805714285714286,0.963302752293578,45,30,0.2,200
"MantaLumpyUnion",0.871428571428571,0.896242288278183,45,30,0.5,2
"MantaLumpyUnion",0.890714285714286,0.921813031161473,45,30,0.5,5
"MantaLumpyUnion",0.896428571428571,0.931856899488927,45,30,0.5,50
"MantaLumpyUnion",0.897857142857143,0.937250427837992,45,30,0.5,100
"MantaLumpyUnion",0.898571428571429,0.941041785918718,45,30,0.5,150
"MantaLumpyUnion",0.898571428571429,0.943201376936317,45,30,0.5,200
"MantaLumpyUnion",0.888571428571429,0.884615384615385,45,30,0.8,2
"MantaLumpyUnion",0.907857142857143,0.911877394636015,45,30,0.8,5
"MantaLumpyUnion",0.91,0.921212121212121,45,30,0.8,50
"MantaLumpyUnion",0.91,0.927857935627081,45,30,0.8,100
"MantaLumpyUnion",0.91,0.930957683741648,45,30,0.8,150
"MantaLumpyUnion",0.91,0.933035714285714,45,30,0.8,200
"MantaLumpyUnion",0.885714285714286,0.872124130551097,45,30,1,2
"MantaLumpyUnion",0.909285714285714,0.902215018908698,45,30,1,5
"MantaLumpyUnion",0.910714285714286,0.913304252998909,45,30,1,50
"MantaLumpyUnion",0.910714285714286,0.919319429198683,45,30,1,100
"MantaLumpyUnion",0.910714285714286,0.921849201981288,45,30,1,150
"MantaLumpyUnion",0.910714285714286,0.925925925925926,45,30,1,200
"MantaLumpyUnion",0.232142857142857,0.759231905465288,45,45,0.05,2
"MantaLumpyUnion",0.247142857142857,0.805349182763744,45,45,0.05,5
"MantaLumpyUnion",0.262142857142857,0.86232980332829,45,45,0.05,50
"MantaLumpyUnion",0.28,0.927131782945736,45,45,0.05,100
"MantaLumpyUnion",0.283571428571429,0.954258675078864,45,45,0.05,150
"MantaLumpyUnion",0.284285714285714,0.960380348652932,45,45,0.05,200
"MantaLumpyUnion",0.537857142857143,0.818958818958819,45,45,0.1,2
"MantaLumpyUnion",0.555714285714286,0.847723704866562,45,45,0.1,5
"MantaLumpyUnion",0.575,0.90089358245329,45,45,0.1,50
"MantaLumpyUnion",0.597857142857143,0.946102819237148,45,45,0.1,100
"MantaLumpyUnion",0.6,0.963025210084034,45,45,0.1,150
"MantaLumpyUnion",0.6,0.965488215488216,45,45,0.1,200
"MantaLumpyUnion",0.771428571428571,0.883343730505303,45,45,0.2,2
"MantaLumpyUnion",0.790714285714286,0.911671924290221,45,45,0.2,5
"MantaLumpyUnion",0.802142857142857,0.942084942084942,45,45,0.2,50
"MantaLumpyUnion",0.808571428571429,0.957737321196359,45,45,0.2,100
"MantaLumpyUnion",0.809285714285714,0.960286458333333,45,45,0.2,150
"MantaLumpyUnion",0.809285714285714,0.962165688193085,45,45,0.2,200
"MantaLumpyUnion",0.879285714285714,0.894503053858967,45,45,0.5,2
"MantaLumpyUnion",0.899285714285714,0.920358945597308,45,45,0.5,5
"MantaLumpyUnion",0.905,0.930297920179876,45,45,0.5,50
"MantaLumpyUnion",0.906428571428571,0.935629587803501,45,45,0.5,100
"MantaLumpyUnion",0.907142857142857,0.939376770538244,45,45,0.5,150
"MantaLumpyUnion",0.907142857142857,0.941510505394662,45,45,0.5,200
"MantaLumpyUnion",0.895714285714286,0.884284176533907,45,45,0.8,2
"MantaLumpyUnion",0.914285714285714,0.911316648531012,45,45,0.8,5
"MantaLumpyUnion",0.916428571428571,0.920591456736035,45,45,0.8,50
"MantaLumpyUnion",0.916428571428571,0.92719249862107,45,45,0.8,100
"MantaLumpyUnion",0.916428571428571,0.93027116768124,45,45,0.8,150
"MantaLumpyUnion",0.916428571428571,0.932852386237514,45,45,0.8,200
"MantaLumpyUnion",0.889285714285714,0.871070857751731,45,45,1,2
"MantaLumpyUnion",0.912142857142857,0.900484131253362,45,45,1,5
"MantaLumpyUnion",0.913571428571429,0.911509229098806,45,45,1,50
"MantaLumpyUnion",0.913571428571429,0.917486338797814,45,45,1,100
"MantaLumpyUnion",0.913571428571429,0.92,45,45,1,150
"MantaLumpyUnion",0.913571428571429,0.924050632911392,45,45,1,200
"MantaLumpyUnion",0.232142857142857,0.759941089837997,45,60,0.05,2
"MantaLumpyUnion",0.247142857142857,0.804444444444444,45,60,0.05,5
"MantaLumpyUnion",0.262142857142857,0.863842662632375,45,60,0.05,50
"MantaLumpyUnion",0.28,0.927131782945736,45,60,0.05,100
"MantaLumpyUnion",0.283571428571429,0.954258675078864,45,60,0.05,150
"MantaLumpyUnion",0.284285714285714,0.960380348652932,45,60,0.05,200
"MantaLumpyUnion",0.539285714285714,0.819875776397516,45,60,0.1,2
"MantaLumpyUnion",0.557142857142857,0.848627450980392,45,60,0.1,5
"MantaLumpyUnion",0.576428571428571,0.90032414910859,45,60,0.1,50
"MantaLumpyUnion",0.599285714285714,0.946192052980132,45,60,0.1,100
"MantaLumpyUnion",0.601428571428571,0.963087248322148,45,60,0.1,150
"MantaLumpyUnion",0.601428571428571,0.966358284272498,45,60,0.1,200
"MantaLumpyUnion",0.774285714285714,0.884735202492212,45,60,0.2,2
"MantaLumpyUnion",0.792857142857143,0.912413358538122,45,60,0.2,5
"MantaLumpyUnion",0.804285714285714,0.943408360128617,45,60,0.2,50
"MantaLumpyUnion",0.810714285714286,0.958441558441558,45,60,0.2,100
"MantaLumpyUnion",0.811428571428571,0.960363872644574,45,60,0.2,150
"MantaLumpyUnion",0.811428571428571,0.962239583333333,45,60,0.2,200
"MantaLumpyUnion",0.870714285714286,0.893795416433762,45,60,0.5,2
"MantaLumpyUnion",0.890714285714286,0.919819311123659,45,60,0.5,5
"MantaLumpyUnion",0.896428571428571,0.929824561403509,45,60,0.5,50
"MantaLumpyUnion",0.897857142857143,0.935190449118818,45,60,0.5,100
"MantaLumpyUnion",0.898571428571429,0.938961779806047,45,60,0.5,150
"MantaLumpyUnion",0.898571428571429,0.941109205260149,45,60,0.5,200
"MantaLumpyUnion",0.890714285714286,0.883846569421934,45,60,0.8,2
"MantaLumpyUnion",0.909285714285714,0.910977607864555,45,60,0.8,5
"MantaLumpyUnion",0.910714285714286,0.919736118746564,45,60,0.8,50
"MantaLumpyUnion",0.910714285714286,0.926356589147287,45,60,0.8,100
"MantaLumpyUnion",0.910714285714286,0.929444444444444,45,60,0.8,150
"MantaLumpyUnion",0.910714285714286,0.932552954292085,45,60,0.8,200
"MantaLumpyUnion",0.887857142857143,0.871863320875601,45,60,1,2
"MantaLumpyUnion",0.910714285714286,0.901347708894879,45,60,1,5
"MantaLumpyUnion",0.911428571428571,0.911860718171926,45,60,1,50
"MantaLumpyUnion",0.911428571428571,0.917853231106243,45,60,1,100
"MantaLumpyUnion",0.911428571428571,0.920373421197144,45,60,1,150
"MantaLumpyUnion",0.911428571428571,0.923925027563396,45,60,1,200
"MantaLumpyUnion",0.232142857142857,0.759941089837997,45,75,0.05,2
"MantaLumpyUnion",0.247142857142857,0.804444444444444,45,75,0.05,5
"MantaLumpyUnion",0.262142857142857,0.861236802413273,45,75,0.05,50
"MantaLumpyUnion",0.28,0.927244582043344,45,75,0.05,100
"MantaLumpyUnion",0.283571428571429,0.954330708661417,45,75,0.05,150
"MantaLumpyUnion",0.284285714285714,0.960443037974684,45,75,0.05,200
"MantaLumpyUnion",0.539285714285714,0.821789883268482,45,75,0.1,2
"MantaLumpyUnion",0.557142857142857,0.85062893081761,45,75,0.1,5
"MantaLumpyUnion",0.575714285714286,0.902439024390244,45,75,0.1,50
"MantaLumpyUnion",0.598571428571429,0.946147473073737,45,75,0.1,100
"MantaLumpyUnion",0.600714285714286,0.963056255247691,45,75,0.1,150
"MantaLumpyUnion",0.600714285714286,0.96551724137931,45,75,0.1,200
"MantaLumpyUnion",0.775714285714286,0.885981308411215,45,75,0.2,2
"MantaLumpyUnion",0.793571428571429,0.91304347826087,45,75,0.2,5
"MantaLumpyUnion",0.805,0.943444730077121,45,75,0.2,50
"MantaLumpyUnion",0.811428571428571,0.958468526930565,45,75,0.2,100
"MantaLumpyUnion",0.812142857142857,0.96038961038961,45,75,0.2,150
"MantaLumpyUnion",0.812142857142857,0.962264150943396,45,75,0.2,200
"MantaLumpyUnion",0.870714285714286,0.893795416433762,45,75,0.5,2
"MantaLumpyUnion",0.891428571428571,0.920383963862225,45,75,0.5,5
"MantaLumpyUnion",0.897142857142857,0.930390492359932,45,75,0.5,50
"MantaLumpyUnion",0.898571428571429,0.935758953951109,45,75,0.5,100
"MantaLumpyUnion",0.899285714285714,0.939532230462065,45,75,0.5,150
"MantaLumpyUnion",0.899285714285714,0.941680960548885,45,75,0.5,200
"MantaLumpyUnion",0.889285714285714,0.884677855982675,45,75,0.8,2
"MantaLumpyUnion",0.907857142857143,0.911378555798687,45,75,0.8,5
"MantaLumpyUnion",0.91,0.920704845814978,45,75,0.8,50
"MantaLumpyUnion",0.91,0.927343316694398,45,75,0.8,100
"MantaLumpyUnion",0.91,0.930439621591541,45,75,0.8,150
"MantaLumpyUnion",0.91,0.93355667225014,45,75,0.8,200
"MantaLumpyUnion",0.883571428571429,0.871451526513123,45,75,1,2
"MantaLumpyUnion",0.905,0.899945916711736,45,75,1,5
"MantaLumpyUnion",0.906428571428571,0.911026200873362,45,75,1,50
"MantaLumpyUnion",0.906428571428571,0.917032967032967,45,75,1,100
"MantaLumpyUnion",0.906428571428571,0.919559228650138,45,75,1,150
"MantaLumpyUnion",0.906428571428571,0.923119469026549,45,75,1,200
"MantaLumpyUnion",0.232142857142857,0.759941089837997,45,90,0.05,2
"MantaLumpyUnion",0.247142857142857,0.804444444444444,45,90,0.05,5
"MantaLumpyUnion",0.261428571428571,0.85972850678733,45,90,0.05,50
"MantaLumpyUnion",0.279285714285714,0.925696594427245,45,90,0.05,100
"MantaLumpyUnion",0.283571428571429,0.954330708661417,45,90,0.05,150
"MantaLumpyUnion",0.284285714285714,0.960443037974684,45,90,0.05,200
"MantaLumpyUnion",0.540714285714286,0.821428571428571,45,90,0.1,2
"MantaLumpyUnion",0.557857142857143,0.849411764705882,45,90,0.1,5
"MantaLumpyUnion",0.577142857142857,0.901134521880065,45,90,0.1,50
"MantaLumpyUnion",0.6,0.945454545454545,45,90,0.1,100
"MantaLumpyUnion",0.602142857142857,0.962311557788945,45,90,0.1,150
"MantaLumpyUnion",0.602142857142857,0.964765100671141,45,90,0.1,200
"MantaLumpyUnion",0.774285714285714,0.885839051777916,45,90,0.2,2
"MantaLumpyUnion",0.792857142857143,0.913564668769716,45,90,0.2,5
"MantaLumpyUnion",0.804285714285714,0.944015444015444,45,90,0.2,50
"MantaLumpyUnion",0.810714285714286,0.958441558441558,45,90,0.2,100
"MantaLumpyUnion",0.811428571428571,0.960363872644574,45,90,0.2,150
"MantaLumpyUnion",0.811428571428571,0.962239583333333,45,90,0.2,200
"MantaLumpyUnion",0.869285714285714,0.893176733780761,45,90,0.5,2
"MantaLumpyUnion",0.89,0.919774011299435,45,90,0.5,5
"MantaLumpyUnion",0.895714285714286,0.929784824462061,45,90,0.5,50
"MantaLumpyUnion",0.897142857142857,0.935153583617747,45,90,0.5,100
"MantaLumpyUnion",0.897857142857143,0.938926940639269,45,90,0.5,150
"MantaLumpyUnion",0.897857142857143,0.941075514874142,45,90,0.5,200
"MantaLumpyUnion",0.888571428571429,0.884136437466161,45,90,0.8,2
"MantaLumpyUnion",0.907142857142857,0.910831509846827,45,90,0.8,5
"MantaLumpyUnion",0.909285714285714,0.920154185022026,45,90,0.8,50
"MantaLumpyUnion",0.909285714285714,0.926788685524126,45,90,0.8,100
"MantaLumpyUnion",0.909285714285714,0.929883138564274,45,90,0.8,150
"MantaLumpyUnion",0.909285714285714,0.932998324958124,45,90,0.8,200
"MantaLumpyUnion",0.881428571428571,0.871712292002147,45,90,1,2
"MantaLumpyUnion",0.902857142857143,0.900271002710027,45,90,1,5
"MantaLumpyUnion",0.904285714285714,0.911378555798687,45,90,1,50
"MantaLumpyUnion",0.904285714285714,0.917400881057269,45,90,1,100
"MantaLumpyUnion",0.904285714285714,0.919933738266151,45,90,1,150
"MantaLumpyUnion",0.904285714285714,0.92350332594235,45,90,1,200
"MantaLumpyUnion",0.337142857142857,0.775377969762419,60,15,0.05,2
"MantaLumpyUnion",0.35,0.805646036916395,60,15,0.05,5
"MantaLumpyUnion",0.376428571428571,0.867549668874172,60,15,0.05,50
"MantaLumpyUnion",0.394285714285714,0.922989807474519,60,15,0.05,100
"MantaLumpyUnion",0.399285714285714,0.947065592635213,60,15,0.05,150
"MantaLumpyUnion",0.400714285714286,0.952655889145496,60,15,0.05,200
"MantaLumpyUnion",0.588571428571429,0.845983787767133,60,15,0.1,2
"MantaLumpyUnion",0.614285714285714,0.881040892193309,60,15,0.1,5
"MantaLumpyUnion",0.625714285714286,0.913307984790874,60,15,0.1,50
"MantaLumpyUnion",0.647857142857143,0.95429899302866,60,15,0.1,100
"MantaLumpyUnion",0.65,0.958850931677019,60,15,0.1,150
"MantaLumpyUnion",0.650714285714286,0.962616822429907,60,15,0.1,200
"MantaLumpyUnion",0.758571428571429,0.894303797468354,60,15,0.2,2
"MantaLumpyUnion",0.782857142857143,0.924600638977636,60,15,0.2,5
"MantaLumpyUnion",0.793571428571429,0.948186528497409,60,15,0.2,50
"MantaLumpyUnion",0.797857142857143,0.958306188925081,60,15,0.2,100
"MantaLumpyUnion",0.797857142857143,0.960182767624021,60,15,0.2,150
"MantaLumpyUnion",0.797857142857143,0.962066710268149,60,15,0.2,200
"MantaLumpyUnion",0.839285714285714,0.912632821723731,60,15,0.5,2
"MantaLumpyUnion",0.861428571428571,0.940930787589499,60,15,0.5,5
"MantaLumpyUnion",0.865714285714286,0.95078031212485,60,15,0.5,50
"MantaLumpyUnion",0.866428571428571,0.957125603864734,60,15,0.5,100
"MantaLumpyUnion",0.866428571428571,0.961188599151001,60,15,0.5,150
"MantaLumpyUnion",0.866428571428571,0.962355798421372,60,15,0.5,200
"MantaLumpyUnion",0.877142857142857,0.890979524073049,60,15,0.8,2
"MantaLumpyUnion",0.901428571428571,0.921185019564002,60,15,0.8,5
"MantaLumpyUnion",0.903571428571429,0.931792559188275,60,15,0.8,50
"MantaLumpyUnion",0.904285714285714,0.938706015891033,60,15,0.8,100
"MantaLumpyUnion",0.904285714285714,0.940841865756541,60,15,0.8,150
"MantaLumpyUnion",0.904285714285714,0.945142857142857,60,15,0.8,200
"MantaLumpyUnion",0.881428571428571,0.876964769647696,60,15,1,2
"MantaLumpyUnion",0.906428571428571,0.907447973713034,60,15,1,5
"MantaLumpyUnion",0.908571428571429,0.915702479338843,60,15,1,50
"MantaLumpyUnion",0.909285714285714,0.920819490586932,60,15,1,100
"MantaLumpyUnion",0.909285714285714,0.924402445803224,60,15,1,150
"MantaLumpyUnion",0.909285714285714,0.930089485458613,60,15,1,200
"MantaLumpyUnion",0.346428571428571,0.769473684210526,60,30,0.05,2
"MantaLumpyUnion",0.358571428571429,0.800636267232238,60,30,0.05,5
"MantaLumpyUnion",0.385,0.866594360086768,60,30,0.05,50
"MantaLumpyUnion",0.403571428571429,0.927293064876958,60,30,0.05,100
"MantaLumpyUnion",0.408571428571429,0.954389965792474,60,30,0.05,150
"MantaLumpyUnion",0.41,0.962155963302752,60,30,0.05,200
"MantaLumpyUnion",0.641428571428571,0.856341976173791,60,30,0.1,2
"MantaLumpyUnion",0.663571428571429,0.887473460721868,60,30,0.1,5
"MantaLumpyUnion",0.673571428571429,0.921511627906977,60,30,0.1,50
"MantaLumpyUnion",0.694285714285714,0.959319526627219,60,30,0.1,100
"MantaLumpyUnion",0.696428571428571,0.963676797627873,60,30,0.1,150
"MantaLumpyUnion",0.697142857142857,0.96728624535316,60,30,0.1,200
"MantaLumpyUnion",0.809285714285714,0.897885196374622,60,30,0.2,2
"MantaLumpyUnion",0.828571428571429,0.923733984136669,60,30,0.2,5
"MantaLumpyUnion",0.837857142857143,0.946782178217822,60,30,0.2,50
"MantaLumpyUnion",0.840714285714286,0.957036114570361,60,30,0.2,100
"MantaLumpyUnion",0.840714285714286,0.958827199001872,60,30,0.2,150
"MantaLumpyUnion",0.840714285714286,0.960625,60,30,0.2,200
"MantaLumpyUnion",0.883571428571429,0.893370165745856,60,30,0.5,2
"MantaLumpyUnion",0.902142857142857,0.919084821428571,60,30,0.5,5
"MantaLumpyUnion",0.905714285714286,0.928210880538418,60,30,0.5,50
"MantaLumpyUnion",0.905714285714286,0.934010152284264,60,30,0.5,100
"MantaLumpyUnion",0.905714285714286,0.937712344280861,60,30,0.5,150
"MantaLumpyUnion",0.905714285714286,0.938775510204082,60,30,0.5,200
"MantaLumpyUnion",0.888571428571429,0.875534188034188,60,30,0.8,2
"MantaLumpyUnion",0.909285714285714,0.902964959568733,60,30,0.8,5
"MantaLumpyUnion",0.910714285714286,0.91304347826087,60,30,0.8,50
"MantaLumpyUnion",0.911428571428571,0.919584245076586,60,30,0.8,100
"MantaLumpyUnion",0.911428571428571,0.921600877192982,60,30,0.8,150
"MantaLumpyUnion",0.911428571428571,0.925151348376445,60,30,0.8,200
"MantaLumpyUnion",0.889285714285714,0.869242985706723,60,30,1,2
"MantaLumpyUnion",0.912857142857143,0.897915553180118,60,30,1,5
"MantaLumpyUnion",0.914285714285714,0.905913978494624,60,30,1,50
"MantaLumpyUnion",0.915,0.910858995137763,60,30,1,100
"MantaLumpyUnion",0.915,0.914316702819957,60,30,1,150
"MantaLumpyUnion",0.915,0.919302071973828,60,30,1,200
"MantaLumpyUnion",0.358571428571429,0.772727272727273,60,45,0.05,2
"MantaLumpyUnion",0.37,0.803125,60,45,0.05,5
"MantaLumpyUnion",0.396428571428571,0.868869936034115,60,45,0.05,50
"MantaLumpyUnion",0.413571428571429,0.926373626373626,60,45,0.05,100
"MantaLumpyUnion",0.418571428571429,0.952967525195969,60,45,0.05,150
"MantaLumpyUnion",0.42,0.960585585585586,60,45,0.05,200
"MantaLumpyUnion",0.651428571428571,0.858333333333333,60,45,0.1,2
"MantaLumpyUnion",0.672142857142857,0.888421052631579,60,45,0.1,5
"MantaLumpyUnion",0.682142857142857,0.921526277897768,60,45,0.1,50
"MantaLumpyUnion",0.702857142857143,0.959677419354839,60,45,0.1,100
"MantaLumpyUnion",0.705,0.96399706098457,60,45,0.1,150
"MantaLumpyUnion",0.705714285714286,0.967575534266765,60,45,0.1,200
"MantaLumpyUnion",0.817857142857143,0.899159663865546,60,45,0.2,2
"MantaLumpyUnion",0.836428571428571,0.924242424242424,60,45,0.2,5
"MantaLumpyUnion",0.845714285714286,0.947141979102643,60,45,0.2,50
"MantaLumpyUnion",0.848571428571429,0.957328385899815,60,45,0.2,100
"MantaLumpyUnion",0.848571428571429,0.95910780669145,60,45,0.2,150
"MantaLumpyUnion",0.848571428571429,0.960893854748603,60,45,0.2,200
"MantaLumpyUnion",0.887142857142857,0.890779363336992,60,45,0.5,2
"MantaLumpyUnion",0.907142857142857,0.917960088691796,60,45,0.5,5
"MantaLumpyUnion",0.909285714285714,0.926978818283166,60,45,0.5,50
"MantaLumpyUnion",0.909285714285714,0.932735426008969,60,45,0.5,100
"MantaLumpyUnion",0.909285714285714,0.936409679234665,60,45,0.5,150
"MantaLumpyUnion",0.909285714285714,0.937464788732394,60,45,0.5,200
"MantaLumpyUnion",0.892857142857143,0.871754107048225,60,45,0.8,2
"MantaLumpyUnion",0.913571428571429,0.899411449973248,60,45,0.8,5
"MantaLumpyUnion",0.915714285714286,0.90992448759439,60,45,0.8,50
"MantaLumpyUnion",0.916428571428571,0.916395222584148,60,45,0.8,100
"MantaLumpyUnion",0.916428571428571,0.918389553862894,60,45,0.8,150
"MantaLumpyUnion",0.916428571428571,0.922908693275014,60,45,0.8,200
"MantaLumpyUnion",0.89,0.865192206424434,60,45,1,2
"MantaLumpyUnion",0.915,0.895212765957447,60,45,1,5
"MantaLumpyUnion",0.916428571428571,0.903156768325308,60,45,1,50
"MantaLumpyUnion",0.917142857142857,0.908064516129032,60,45,1,100
"MantaLumpyUnion",0.917857142857143,0.912034538586077,60,45,1,150
"MantaLumpyUnion",0.917857142857143,0.917979359043998,60,45,1,200
"MantaLumpyUnion",0.359285714285714,0.772164948453608,60,60,0.05,2
"MantaLumpyUnion",0.371428571428571,0.803534303534304,60,60,0.05,5
"MantaLumpyUnion",0.397857142857143,0.869148936170213,60,60,0.05,50
"MantaLumpyUnion",0.415,0.926535087719298,60,60,0.05,100
"MantaLumpyUnion",0.42,0.953072625698324,60,60,0.05,150
"MantaLumpyUnion",0.421428571428571,0.961754780652418,60,60,0.05,200
"MantaLumpyUnion",0.652857142857143,0.859722222222222,60,60,0.1,2
"MantaLumpyUnion",0.672142857142857,0.888421052631579,60,60,0.1,5
"MantaLumpyUnion",0.682142857142857,0.921526277897768,60,60,0.1,50
"MantaLumpyUnion",0.702857142857143,0.959677419354839,60,60,0.1,100
"MantaLumpyUnion",0.705,0.96399706098457,60,60,0.1,150
"MantaLumpyUnion",0.705714285714286,0.968289085545723,60,60,0.1,200
"MantaLumpyUnion",0.817857142857143,0.899159663865546,60,60,0.2,2
"MantaLumpyUnion",0.835714285714286,0.924196482716798,60,60,0.2,5
"MantaLumpyUnion",0.845,0.947109471094711,60,60,0.2,50
"MantaLumpyUnion",0.847857142857143,0.95730198019802,60,60,0.2,100
"MantaLumpyUnion",0.847857142857143,0.959082455052697,60,60,0.2,150
"MantaLumpyUnion",0.847857142857143,0.960869565217391,60,60,0.2,200
"MantaLumpyUnion",0.885714285714286,0.889193636862315,60,60,0.5,2
"MantaLumpyUnion",0.905,0.91578947368421,60,60,0.5,5
"MantaLumpyUnion",0.907142857142857,0.924791086350975,60,60,0.5,50
"MantaLumpyUnion",0.907142857142857,0.930532212885154,60,60,0.5,100
"MantaLumpyUnion",0.907142857142857,0.934195725534308,60,60,0.5,150
"MantaLumpyUnion",0.907142857142857,0.935774647887324,60,60,0.5,200
"MantaLumpyUnion",0.887857142857143,0.871740287386908,60,60,0.8,2
"MantaLumpyUnion",0.908571428571429,0.899516389038152,60,60,0.8,5
"MantaLumpyUnion",0.910714285714286,0.910075839653304,60,60,0.8,50
"MantaLumpyUnion",0.911428571428571,0.916575790621592,60,60,0.8,100
"MantaLumpyUnion",0.911428571428571,0.918579234972678,60,60,0.8,150
"MantaLumpyUnion",0.911428571428571,0.923119165293795,60,60,0.8,200
"MantaLumpyUnion",0.89,0.866104375329468,60,60,1,2
"MantaLumpyUnion",0.914285714285714,0.895633652822151,60,60,1,5
"MantaLumpyUnion",0.915,0.903053026245313,60,60,1,50
"MantaLumpyUnion",0.915714285714286,0.907965554359526,60,60,1,100
"MantaLumpyUnion",0.916428571428571,0.911939492166397,60,60,1,150
"MantaLumpyUnion",0.916428571428571,0.918389553862894,60,60,1,200
"MantaLumpyUnion",0.358571428571429,0.770103092783505,60,75,0.05,2
"MantaLumpyUnion",0.370714285714286,0.801455301455301,60,75,0.05,5
"MantaLumpyUnion",0.397142857142857,0.867162592986185,60,75,0.05,50
"MantaLumpyUnion",0.414285714285714,0.925438596491228,60,75,0.05,100
"MantaLumpyUnion",0.419285714285714,0.95195530726257,60,75,0.05,150
"MantaLumpyUnion",0.420714285714286,0.960629921259842,60,75,0.05,200
"MantaLumpyUnion",0.654285714285714,0.858725761772853,60,75,0.1,2
"MantaLumpyUnion",0.673571428571429,0.887333799860042,60,75,0.1,5
"MantaLumpyUnion",0.683571428571429,0.920977011494253,60,75,0.1,50
"MantaLumpyUnion",0.704285714285714,0.959034381858083,60,75,0.1,100
"MantaLumpyUnion",0.706428571428571,0.963343108504399,60,75,0.1,150
"MantaLumpyUnion",0.707142857142857,0.967623252391464,60,75,0.1,200
"MantaLumpyUnion",0.815714285714286,0.899518652226234,60,75,0.2,2
"MantaLumpyUnion",0.833571428571429,0.924620060790274,60,75,0.2,5
"MantaLumpyUnion",0.842857142857143,0.947595561035758,60,75,0.2,50
"MantaLumpyUnion",0.845714285714286,0.957816377171216,60,75,0.2,100
"MantaLumpyUnion",0.845714285714286,0.959602237414543,60,75,0.2,150
"MantaLumpyUnion",0.845714285714286,0.961394769613948,60,75,0.2,200
"MantaLumpyUnion",0.885714285714286,0.891639163916392,60,75,0.5,2
"MantaLumpyUnion",0.904285714285714,0.917777777777778,60,75,0.5,5
"MantaLumpyUnion",0.906428571428571,0.926815642458101,60,75,0.5,50
"MantaLumpyUnion",0.906428571428571,0.932584269662921,60,75,0.5,100
"MantaLumpyUnion",0.906428571428571,0.936266215454033,60,75,0.5,150
"MantaLumpyUnion",0.906428571428571,0.937323546019198,60,75,0.5,200
"MantaLumpyUnion",0.886428571428571,0.871603622802344,60,75,0.8,2
