"Sensitivity","Precision","T_coverage","N_coverage","VAF","BND_threshold","RUN","REP","Caller"
0.773571428571429,0.966622162883845,60,90,0.8,150,"RUN1","SVEngine1","Lumpy"
0.775,0.968603874415498,60,90,0.8,200,"RUN1","SVEngine1","Lumpy"
0.686428571428571,0.883612040133779,60,90,1,2,"RUN1","SVEngine1","Lumpy"
0.75,0.944481605351171,60,90,1,5,"RUN1","SVEngine1","Lumpy"
0.76,0.953938584779706,60,90,1,50,"RUN1","SVEngine1","Lumpy"
0.768571428571429,0.960666666666667,60,90,1,100,"RUN1","SVEngine1","Lumpy"
0.772142857142857,0.965287049399199,60,90,1,150,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.967289719626168,60,90,1,200,"RUN1","SVEngine1","Lumpy"
0.407857142857143,0.816585365853658,75,15,0.05,2,"RUN1","SVEngine1","Lumpy"
0.442857142857143,0.874146341463415,75,15,0.05,5,"RUN1","SVEngine1","Lumpy"
0.471428571428571,0.919024390243902,75,15,0.05,50,"RUN1","SVEngine1","Lumpy"
0.493571428571429,0.943050193050193,75,15,0.05,100,"RUN1","SVEngine1","Lumpy"
0.505714285714286,0.958614051973051,75,15,0.05,150,"RUN1","SVEngine1","Lumpy"
0.506428571428571,0.959576515880655,75,15,0.05,200,"RUN1","SVEngine1","Lumpy"
0.561428571428571,0.862392494136044,75,15,0.1,2,"RUN1","SVEngine1","Lumpy"
0.610714285714286,0.919468334636435,75,15,0.1,5,"RUN1","SVEngine1","Lumpy"
0.633571428571429,0.943146417445483,75,15,0.1,50,"RUN1","SVEngine1","Lumpy"
0.655714285714286,0.959876543209877,75,15,0.1,100,"RUN1","SVEngine1","Lumpy"
0.66,0.963020030816641,75,15,0.1,150,"RUN1","SVEngine1","Lumpy"
0.661428571428571,0.964560862865948,75,15,0.1,200,"RUN1","SVEngine1","Lumpy"
0.641428571428571,0.8781006378455,75,15,0.2,2,"RUN1","SVEngine1","Lumpy"
0.695,0.935506732813607,75,15,0.2,5,"RUN1","SVEngine1","Lumpy"
0.715714285714286,0.950175438596491,75,15,0.2,50,"RUN1","SVEngine1","Lumpy"
0.73,0.959497206703911,75,15,0.2,100,"RUN1","SVEngine1","Lumpy"
0.733571428571429,0.962988826815642,75,15,0.2,150,"RUN1","SVEngine1","Lumpy"
0.734285714285714,0.964360587002096,75,15,0.2,200,"RUN1","SVEngine1","Lumpy"
0.684285714285714,0.880347593582888,75,15,0.5,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.939171122994652,75,15,0.5,5,"RUN1","SVEngine1","Lumpy"
0.756428571428571,0.949265687583445,75,15,0.5,50,"RUN1","SVEngine1","Lumpy"
0.766428571428571,0.957361758827448,75,15,0.5,100,"RUN1","SVEngine1","Lumpy"
0.77,0.961333333333333,75,15,0.5,150,"RUN1","SVEngine1","Lumpy"
0.77,0.962616822429907,75,15,0.5,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.876666666666667,75,15,0.8,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.937333333333333,75,15,0.8,5,"RUN1","SVEngine1","Lumpy"
0.76,0.950132978723404,75,15,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.958776595744681,75,15,0.8,100,"RUN1","SVEngine1","Lumpy"
0.771428571428571,0.961410512308716,75,15,0.8,150,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.96404793608522,75,15,0.8,200,"RUN1","SVEngine1","Lumpy"
0.687857142857143,0.880239520958084,75,15,1,2,"RUN1","SVEngine1","Lumpy"
0.749285714285714,0.938789088489687,75,15,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.950199203187251,75,15,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.958831341301461,75,15,1,100,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.962790697674419,75,15,1,150,"RUN1","SVEngine1","Lumpy"
0.775714285714286,0.964760638297872,75,15,1,200,"RUN1","SVEngine1","Lumpy"
0.407857142857143,0.822834645669291,75,30,0.05,2,"RUN1","SVEngine1","Lumpy"
0.442857142857143,0.880905511811024,75,30,0.05,5,"RUN1","SVEngine1","Lumpy"
0.471428571428571,0.926181102362205,75,30,0.05,50,"RUN1","SVEngine1","Lumpy"
0.493571428571429,0.950340798442064,75,30,0.05,100,"RUN1","SVEngine1","Lumpy"
0.505714285714286,0.966019417475728,75,30,0.05,150,"RUN1","SVEngine1","Lumpy"
0.506428571428571,0.966990291262136,75,30,0.05,200,"RUN1","SVEngine1","Lumpy"
0.561428571428571,0.867138364779874,75,30,0.1,2,"RUN1","SVEngine1","Lumpy"
0.610714285714286,0.924528301886792,75,30,0.1,5,"RUN1","SVEngine1","Lumpy"
0.633571428571429,0.948316366483947,75,30,0.1,50,"RUN1","SVEngine1","Lumpy"
0.655714285714286,0.965089216446858,75,30,0.1,100,"RUN1","SVEngine1","Lumpy"
0.66,0.968241673121611,75,30,0.1,150,"RUN1","SVEngine1","Lumpy"
0.661428571428571,0.969790859798606,75,30,0.1,200,"RUN1","SVEngine1","Lumpy"
0.641428571428571,0.883107626514611,75,30,0.2,2,"RUN1","SVEngine1","Lumpy"
0.695,0.940841054882395,75,30,0.2,5,"RUN1","SVEngine1","Lumpy"
0.715714285714286,0.955539872971066,75,30,0.2,50,"RUN1","SVEngine1","Lumpy"
0.73,0.964887640449438,75,30,0.2,100,"RUN1","SVEngine1","Lumpy"
0.733571428571429,0.968398876404494,75,30,0.2,150,"RUN1","SVEngine1","Lumpy"
0.734285714285714,0.969782150386507,75,30,0.2,200,"RUN1","SVEngine1","Lumpy"
0.684285714285714,0.883892617449664,75,30,0.5,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.942953020134228,75,30,0.5,5,"RUN1","SVEngine1","Lumpy"
0.756428571428571,0.953083109919571,75,30,0.5,50,"RUN1","SVEngine1","Lumpy"
0.766428571428571,0.961204013377926,75,30,0.5,100,"RUN1","SVEngine1","Lumpy"
0.77,0.965194109772423,75,30,0.5,150,"RUN1","SVEngine1","Lumpy"
0.77,0.966487935656836,75,30,0.5,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.880776959142666,75,30,0.8,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.941728064300067,75,30,0.8,5,"RUN1","SVEngine1","Lumpy"
0.76,0.954575818303273,75,30,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.963259853039412,75,30,0.8,100,"RUN1","SVEngine1","Lumpy"
0.771428571428571,0.965909090909091,75,30,0.8,150,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.968561872909699,75,30,0.8,200,"RUN1","SVEngine1","Lumpy"
0.687857142857143,0.883177570093458,75,30,1,2,"RUN1","SVEngine1","Lumpy"
0.749285714285714,0.94192256341789,75,30,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.953364423717522,75,30,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.962025316455696,75,30,1,100,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.966,75,30,1,150,"RUN1","SVEngine1","Lumpy"
0.775714285714286,0.967978652434957,75,30,1,200,"RUN1","SVEngine1","Lumpy"
0.407857142857143,0.822025565388397,75,45,0.05,2,"RUN1","SVEngine1","Lumpy"
0.442857142857143,0.880039331366765,75,45,0.05,5,"RUN1","SVEngine1","Lumpy"
0.471428571428571,0.925270403146509,75,45,0.05,50,"RUN1","SVEngine1","Lumpy"
0.493571428571429,0.949416342412451,75,45,0.05,100,"RUN1","SVEngine1","Lumpy"
0.505714285714286,0.965082444228904,75,45,0.05,150,"RUN1","SVEngine1","Lumpy"
0.506428571428571,0.966052376333657,75,45,0.05,200,"RUN1","SVEngine1","Lumpy"
0.561428571428571,0.867138364779874,75,45,0.1,2,"RUN1","SVEngine1","Lumpy"
0.610714285714286,0.924528301886792,75,45,0.1,5,"RUN1","SVEngine1","Lumpy"
0.633571428571429,0.948316366483947,75,45,0.1,50,"RUN1","SVEngine1","Lumpy"
0.655714285714286,0.965089216446858,75,45,0.1,100,"RUN1","SVEngine1","Lumpy"
0.66,0.968241673121611,75,45,0.1,150,"RUN1","SVEngine1","Lumpy"
0.661428571428571,0.969790859798606,75,45,0.1,200,"RUN1","SVEngine1","Lumpy"
0.641428571428571,0.882478632478632,75,45,0.2,2,"RUN1","SVEngine1","Lumpy"
0.695,0.94017094017094,75,45,0.2,5,"RUN1","SVEngine1","Lumpy"
0.715714285714286,0.954866008462623,75,45,0.2,50,"RUN1","SVEngine1","Lumpy"
0.73,0.96421052631579,75,45,0.2,100,"RUN1","SVEngine1","Lumpy"
0.733571428571429,0.967719298245614,75,45,0.2,150,"RUN1","SVEngine1","Lumpy"
0.734285714285714,0.969101123595506,75,45,0.2,200,"RUN1","SVEngine1","Lumpy"
0.684285714285714,0.883892617449664,75,45,0.5,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.942953020134228,75,45,0.5,5,"RUN1","SVEngine1","Lumpy"
0.756428571428571,0.953083109919571,75,45,0.5,50,"RUN1","SVEngine1","Lumpy"
0.766428571428571,0.961204013377926,75,45,0.5,100,"RUN1","SVEngine1","Lumpy"
0.77,0.965194109772423,75,45,0.5,150,"RUN1","SVEngine1","Lumpy"
0.77,0.966487935656836,75,45,0.5,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.880187416331995,75,45,0.8,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.941097724230254,75,45,0.8,5,"RUN1","SVEngine1","Lumpy"
0.76,0.953938584779706,75,45,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.962616822429907,75,45,0.8,100,"RUN1","SVEngine1","Lumpy"
0.771428571428571,0.965263861055444,75,45,0.8,150,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.967914438502674,75,45,0.8,200,"RUN1","SVEngine1","Lumpy"
0.687857142857143,0.882588392261508,75,45,1,2,"RUN1","SVEngine1","Lumpy"
0.749285714285714,0.941294196130754,75,45,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.952729693741678,75,45,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.96138482023968,75,45,1,100,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.965356429047302,75,45,1,150,"RUN1","SVEngine1","Lumpy"
0.775714285714286,0.967333333333333,75,45,1,200,"RUN1","SVEngine1","Lumpy"
0.407857142857143,0.823008849557522,75,60,0.05,2,"RUN1","SVEngine1","Lumpy"
0.442857142857143,0.88102261553589,75,60,0.05,5,"RUN1","SVEngine1","Lumpy"
0.471428571428571,0.926253687315634,75,60,0.05,50,"RUN1","SVEngine1","Lumpy"
0.493571428571429,0.950389105058366,75,60,0.05,100,"RUN1","SVEngine1","Lumpy"
0.505714285714286,0.966052376333657,75,60,0.05,150,"RUN1","SVEngine1","Lumpy"
0.506428571428571,0.967022308438409,75,60,0.05,200,"RUN1","SVEngine1","Lumpy"
0.561428571428571,0.867138364779874,75,60,0.1,2,"RUN1","SVEngine1","Lumpy"
0.610714285714286,0.924528301886792,75,60,0.1,5,"RUN1","SVEngine1","Lumpy"
0.633571428571429,0.948316366483947,75,60,0.1,50,"RUN1","SVEngine1","Lumpy"
0.655714285714286,0.965089216446858,75,60,0.1,100,"RUN1","SVEngine1","Lumpy"
0.66,0.968241673121611,75,60,0.1,150,"RUN1","SVEngine1","Lumpy"
0.661428571428571,0.969790859798606,75,60,0.1,200,"RUN1","SVEngine1","Lumpy"
0.641428571428571,0.883107626514611,75,60,0.2,2,"RUN1","SVEngine1","Lumpy"
0.695,0.940841054882395,75,60,0.2,5,"RUN1","SVEngine1","Lumpy"
0.715714285714286,0.955539872971066,75,60,0.2,50,"RUN1","SVEngine1","Lumpy"
0.73,0.964887640449438,75,60,0.2,100,"RUN1","SVEngine1","Lumpy"
0.733571428571429,0.968398876404494,75,60,0.2,150,"RUN1","SVEngine1","Lumpy"
0.734285714285714,0.969782150386507,75,60,0.2,200,"RUN1","SVEngine1","Lumpy"
0.684285714285714,0.884486232370719,75,60,0.5,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.943586299529886,75,60,0.5,5,"RUN1","SVEngine1","Lumpy"
0.756428571428571,0.953722334004024,75,60,0.5,50,"RUN1","SVEngine1","Lumpy"
0.766428571428571,0.961847389558233,75,60,0.5,100,"RUN1","SVEngine1","Lumpy"
0.77,0.965840589417281,75,60,0.5,150,"RUN1","SVEngine1","Lumpy"
0.77,0.967136150234742,75,60,0.5,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.881367292225201,75,60,0.8,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.942359249329759,75,60,0.8,5,"RUN1","SVEngine1","Lumpy"
0.76,0.955213903743315,75,60,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.963903743315508,75,60,0.8,100,"RUN1","SVEngine1","Lumpy"
0.771428571428571,0.966555183946488,75,60,0.8,150,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.969210174029451,75,60,0.8,200,"RUN1","SVEngine1","Lumpy"
0.687857142857143,0.88376753507014,75,60,1,2,"RUN1","SVEngine1","Lumpy"
0.749285714285714,0.942551770207081,75,60,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.954,75,60,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.962666666666667,75,60,1,100,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.966644429619747,75,60,1,150,"RUN1","SVEngine1","Lumpy"
0.775714285714286,0.968624833110814,75,60,1,200,"RUN1","SVEngine1","Lumpy"
0.407857142857143,0.823008849557522,75,75,0.05,2,"RUN1","SVEngine1","Lumpy"
0.442857142857143,0.88102261553589,75,75,0.05,5,"RUN1","SVEngine1","Lumpy"
0.471428571428571,0.926253687315634,75,75,0.05,50,"RUN1","SVEngine1","Lumpy"
0.493571428571429,0.950389105058366,75,75,0.05,100,"RUN1","SVEngine1","Lumpy"
0.505714285714286,0.966052376333657,75,75,0.05,150,"RUN1","SVEngine1","Lumpy"
0.506428571428571,0.967022308438409,75,75,0.05,200,"RUN1","SVEngine1","Lumpy"
0.561428571428571,0.867138364779874,75,75,0.1,2,"RUN1","SVEngine1","Lumpy"
0.610714285714286,0.924528301886792,75,75,0.1,5,"RUN1","SVEngine1","Lumpy"
0.633571428571429,0.948316366483947,75,75,0.1,50,"RUN1","SVEngine1","Lumpy"
0.655714285714286,0.965089216446858,75,75,0.1,100,"RUN1","SVEngine1","Lumpy"
0.66,0.968241673121611,75,75,0.1,150,"RUN1","SVEngine1","Lumpy"
0.661428571428571,0.969790859798606,75,75,0.1,200,"RUN1","SVEngine1","Lumpy"
0.641428571428571,0.883107626514611,75,75,0.2,2,"RUN1","SVEngine1","Lumpy"
0.695,0.940841054882395,75,75,0.2,5,"RUN1","SVEngine1","Lumpy"
0.715714285714286,0.955539872971066,75,75,0.2,50,"RUN1","SVEngine1","Lumpy"
0.73,0.964887640449438,75,75,0.2,100,"RUN1","SVEngine1","Lumpy"
0.733571428571429,0.968398876404494,75,75,0.2,150,"RUN1","SVEngine1","Lumpy"
0.734285714285714,0.969782150386507,75,75,0.2,200,"RUN1","SVEngine1","Lumpy"
0.684285714285714,0.88508064516129,75,75,0.5,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.944220430107527,75,75,0.5,5,"RUN1","SVEngine1","Lumpy"
0.756428571428571,0.954362416107383,75,75,0.5,50,"RUN1","SVEngine1","Lumpy"
0.766428571428571,0.962491627595445,75,75,0.5,100,"RUN1","SVEngine1","Lumpy"
0.77,0.966487935656836,75,75,0.5,150,"RUN1","SVEngine1","Lumpy"
0.77,0.967785234899329,75,75,0.5,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.881367292225201,75,75,0.8,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.942359249329759,75,75,0.8,5,"RUN1","SVEngine1","Lumpy"
0.76,0.955213903743315,75,75,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.963903743315508,75,75,0.8,100,"RUN1","SVEngine1","Lumpy"
0.771428571428571,0.966555183946488,75,75,0.8,150,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.969210174029451,75,75,0.8,200,"RUN1","SVEngine1","Lumpy"
0.687857142857143,0.88376753507014,75,75,1,2,"RUN1","SVEngine1","Lumpy"
0.749285714285714,0.942551770207081,75,75,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.954,75,75,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.962666666666667,75,75,1,100,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.966644429619747,75,75,1,150,"RUN1","SVEngine1","Lumpy"
0.775714285714286,0.968624833110814,75,75,1,200,"RUN1","SVEngine1","Lumpy"
0.407857142857143,0.823008849557522,75,90,0.05,2,"RUN1","SVEngine1","Lumpy"
0.442857142857143,0.88102261553589,75,90,0.05,5,"RUN1","SVEngine1","Lumpy"
0.471428571428571,0.926253687315634,75,90,0.05,50,"RUN1","SVEngine1","Lumpy"
0.493571428571429,0.950389105058366,75,90,0.05,100,"RUN1","SVEngine1","Lumpy"
0.505714285714286,0.966052376333657,75,90,0.05,150,"RUN1","SVEngine1","Lumpy"
0.506428571428571,0.967022308438409,75,90,0.05,200,"RUN1","SVEngine1","Lumpy"
0.561428571428571,0.867138364779874,75,90,0.1,2,"RUN1","SVEngine1","Lumpy"
0.610714285714286,0.924528301886792,75,90,0.1,5,"RUN1","SVEngine1","Lumpy"
0.633571428571429,0.948316366483947,75,90,0.1,50,"RUN1","SVEngine1","Lumpy"
0.655714285714286,0.965089216446858,75,90,0.1,100,"RUN1","SVEngine1","Lumpy"
0.66,0.968241673121611,75,90,0.1,150,"RUN1","SVEngine1","Lumpy"
0.661428571428571,0.969790859798606,75,90,0.1,200,"RUN1","SVEngine1","Lumpy"
0.641428571428571,0.883107626514611,75,90,0.2,2,"RUN1","SVEngine1","Lumpy"
0.695,0.940841054882395,75,90,0.2,5,"RUN1","SVEngine1","Lumpy"
0.715714285714286,0.955539872971066,75,90,0.2,50,"RUN1","SVEngine1","Lumpy"
0.73,0.964887640449438,75,90,0.2,100,"RUN1","SVEngine1","Lumpy"
0.733571428571429,0.968398876404494,75,90,0.2,150,"RUN1","SVEngine1","Lumpy"
0.734285714285714,0.969782150386507,75,90,0.2,200,"RUN1","SVEngine1","Lumpy"
0.684285714285714,0.88508064516129,75,90,0.5,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.944220430107527,75,90,0.5,5,"RUN1","SVEngine1","Lumpy"
0.756428571428571,0.954362416107383,75,90,0.5,50,"RUN1","SVEngine1","Lumpy"
0.766428571428571,0.962491627595445,75,90,0.5,100,"RUN1","SVEngine1","Lumpy"
0.77,0.966487935656836,75,90,0.5,150,"RUN1","SVEngine1","Lumpy"
0.77,0.967785234899329,75,90,0.5,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.881367292225201,75,90,0.8,2,"RUN1","SVEngine1","Lumpy"
0.745714285714286,0.942359249329759,75,90,0.8,5,"RUN1","SVEngine1","Lumpy"
0.76,0.955213903743315,75,90,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.963903743315508,75,90,0.8,100,"RUN1","SVEngine1","Lumpy"
0.771428571428571,0.966555183946488,75,90,0.8,150,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.969210174029451,75,90,0.8,200,"RUN1","SVEngine1","Lumpy"
0.687857142857143,0.88376753507014,75,90,1,2,"RUN1","SVEngine1","Lumpy"
0.749285714285714,0.942551770207081,75,90,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.954,75,90,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.962666666666667,75,90,1,100,"RUN1","SVEngine1","Lumpy"
0.774285714285714,0.966644429619747,75,90,1,150,"RUN1","SVEngine1","Lumpy"
0.775714285714286,0.968624833110814,75,90,1,200,"RUN1","SVEngine1","Lumpy"
0.458571428571429,0.838129496402878,90,15,0.05,2,"RUN1","SVEngine1","Lumpy"
0.502142857142857,0.89658273381295,90,15,0.05,5,"RUN1","SVEngine1","Lumpy"
0.529285714285714,0.935309973045822,90,15,0.05,50,"RUN1","SVEngine1","Lumpy"
0.548571428571429,0.957104557640751,90,15,0.05,100,"RUN1","SVEngine1","Lumpy"
0.556428571428571,0.962666666666667,90,15,0.05,150,"RUN1","SVEngine1","Lumpy"
0.558571428571429,0.965333333333333,90,15,0.05,200,"RUN1","SVEngine1","Lumpy"
0.594285714285714,0.869924812030075,90,15,0.1,2,"RUN1","SVEngine1","Lumpy"
0.645,0.92781954887218,90,15,0.1,5,"RUN1","SVEngine1","Lumpy"
0.67,0.947877885331348,90,15,0.1,50,"RUN1","SVEngine1","Lumpy"
0.681428571428571,0.956296296296296,90,15,0.1,100,"RUN1","SVEngine1","Lumpy"
0.685714285714286,0.961452928094885,90,15,0.1,150,"RUN1","SVEngine1","Lumpy"
0.687142857142857,0.962935507783543,90,15,0.1,200,"RUN1","SVEngine1","Lumpy"
0.646428571428571,0.872916666666667,90,15,0.2,2,"RUN1","SVEngine1","Lumpy"
0.707142857142857,0.934722222222222,90,15,0.2,5,"RUN1","SVEngine1","Lumpy"
0.727857142857143,0.948382656572608,90,15,0.2,50,"RUN1","SVEngine1","Lumpy"
0.740714285714286,0.957505140507197,90,15,0.2,100,"RUN1","SVEngine1","Lumpy"
0.743571428571429,0.960905349794239,90,15,0.2,150,"RUN1","SVEngine1","Lumpy"
0.745,0.962302947224126,90,15,0.2,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.877837116154873,90,15,0.5,2,"RUN1","SVEngine1","Lumpy"
0.747857142857143,0.939919893190921,90,15,0.5,5,"RUN1","SVEngine1","Lumpy"
0.759285714285714,0.950666666666667,90,15,0.5,50,"RUN1","SVEngine1","Lumpy"
0.765714285714286,0.956029313790806,90,15,0.5,100,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.961359093937375,90,15,0.5,150,"RUN1","SVEngine1","Lumpy"
0.772857142857143,0.965287049399199,90,15,0.5,200,"RUN1","SVEngine1","Lumpy"
0.685714285714286,0.878243512974052,90,15,0.8,2,"RUN1","SVEngine1","Lumpy"
0.747857142857143,0.937458416500333,90,15,0.8,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.949568679495687,90,15,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.956233421750663,90,15,0.8,100,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.961487383798141,90,15,0.8,150,"RUN1","SVEngine1","Lumpy"
0.775,0.962815405046481,90,15,0.8,200,"RUN1","SVEngine1","Lumpy"
0.691428571428571,0.882392026578073,90,15,1,2,"RUN1","SVEngine1","Lumpy"
0.75,0.938205980066445,90,15,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.948275862068966,90,15,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.958195089581951,90,15,1,100,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.961487383798141,90,15,1,150,"RUN1","SVEngine1","Lumpy"
0.775,0.962815405046481,90,15,1,200,"RUN1","SVEngine1","Lumpy"
0.458571428571429,0.842676311030741,90,30,0.05,2,"RUN1","SVEngine1","Lumpy"
0.502142857142857,0.901446654611212,90,30,0.05,5,"RUN1","SVEngine1","Lumpy"
0.529285714285714,0.940379403794038,90,30,0.05,50,"RUN1","SVEngine1","Lumpy"
0.548571428571429,0.962264150943396,90,30,0.05,100,"RUN1","SVEngine1","Lumpy"
0.556428571428571,0.967828418230563,90,30,0.05,150,"RUN1","SVEngine1","Lumpy"
0.558571428571429,0.970509383378016,90,30,0.05,200,"RUN1","SVEngine1","Lumpy"
0.594285714285714,0.874527588813303,90,30,0.1,2,"RUN1","SVEngine1","Lumpy"
0.645,0.932728647014361,90,30,0.1,5,"RUN1","SVEngine1","Lumpy"
0.67,0.952844311377245,90,30,0.1,50,"RUN1","SVEngine1","Lumpy"
0.681428571428571,0.961280714817573,90,30,0.1,100,"RUN1","SVEngine1","Lumpy"
0.685714285714286,0.966467958271237,90,30,0.1,150,"RUN1","SVEngine1","Lumpy"
0.687142857142857,0.96795827123696,90,30,0.1,200,"RUN1","SVEngine1","Lumpy"
0.646428571428571,0.877793296089385,90,30,0.2,2,"RUN1","SVEngine1","Lumpy"
0.707142857142857,0.939944134078212,90,30,0.2,5,"RUN1","SVEngine1","Lumpy"
0.727857142857143,0.95363321799308,90,30,0.2,50,"RUN1","SVEngine1","Lumpy"
0.740714285714286,0.962784286698828,90,30,0.2,100,"RUN1","SVEngine1","Lumpy"
0.743571428571429,0.966206896551724,90,30,0.2,150,"RUN1","SVEngine1","Lumpy"
0.745,0.967608545830462,90,30,0.2,200,"RUN1","SVEngine1","Lumpy"
0.682857142857143,0.880776959142666,90,30,0.5,2,"RUN1","SVEngine1","Lumpy"
0.747857142857143,0.943067649028801,90,30,0.5,5,"RUN1","SVEngine1","Lumpy"
0.759285714285714,0.953846153846154,90,30,0.5,50,"RUN1","SVEngine1","Lumpy"
0.765714285714286,0.959224598930481,90,30,0.5,100,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.964572192513369,90,30,0.5,150,"RUN1","SVEngine1","Lumpy"
0.772857142857143,0.968519758874749,90,30,0.5,200,"RUN1","SVEngine1","Lumpy"
0.685714285714286,0.881763527054108,90,30,0.8,2,"RUN1","SVEngine1","Lumpy"
0.747857142857143,0.941215764863059,90,30,0.8,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.953364423717522,90,30,0.8,50,"RUN1","SVEngine1","Lumpy"
0.769285714285714,0.960053262316911,90,30,0.8,100,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.965333333333333,90,30,0.8,150,"RUN1","SVEngine1","Lumpy"
0.775,0.966666666666667,90,30,0.8,200,"RUN1","SVEngine1","Lumpy"
0.691428571428571,0.885923949299533,90,30,1,2,"RUN1","SVEngine1","Lumpy"
0.75,0.941961307538359,90,30,1,5,"RUN1","SVEngine1","Lumpy"
0.761428571428571,0.952063914780293,90,30,1,50,"RUN1","SVEngine1","Lumpy"
0.770714285714286,0.962025316455696,90,30,1,100,"RUN1","SVEngine1","Lumpy"
0.773571428571429,0.965333333333333,90,30,1,150,"RUN1","SVEngine1","Lumpy"
0.775,0.966666666666667,90,30,1,200,"RUN1","SVEngine1","Lumpy"
0.458571428571429,0.841915085817525,90,45,0.05,2,"RUN1","SVEngine1","Lumpy"
0.502142857142857,0.90063233965673,90,45,0.05,5,"RUN1","SVEngine1","Lumpy"
0.529285714285714,0.939530685920578,90,45,0.05,50,"RUN1","SVEngine1","Lumpy"
0.548571428571429,0.961400359066427,90,45,0.05,100,"RUN1","SVEngine1","Lumpy"
0.556428571428571,0.966964285714286,90,45,0.05,150,"RUN1","SVEngine1","Lumpy"
0.558571428571429,0.969642857142857,90,45,0.05,200,"RUN1","SVEngine1","Lumpy"
0.594285714285714,0.875189107413011,90,45,0.1,2,"RUN1","SVEngine1","Lumpy"
0.645,0.933434190620272,90,45,0.1,5,"RUN1","SVEngine1","Lumpy"
0.67,0.953558052434457,90,45,0.1,50,"RUN1","SVEngine1","Lumpy"
0.681428571428571,0.961280714817573,90,45,0.1,100,"RUN1","SVEngine1","Lumpy"
0.685714285714286,0.966467958271237,90,45,0.1,150,"RUN1","SVEngine1","Lumpy"
0.687142857142857,0.96795827123696,90,45,0.1,200,"RUN1","SVEngine1","Lumpy"
0.646428571428571,0.876569037656904,90,45,0.2,2,"RUN1","SVEngine1","Lumpy"
0.707142857142857,0.938633193863319,90,45,0.2,5,"RUN1","SVEngine1","Lumpy"
