"Caller","Sensitivity","Precision","T_coverage","N_coverage","VAF","BND_threshold"
"MantaGRIDSSIntersect",0.715714285714286,0.975091575091575,20,15,0.8,150
"MantaGRIDSSIntersect",0.715714285714286,0.975091575091575,20,15,0.8,200
"MantaGRIDSSIntersect",0.711428571428571,0.949748743718593,20,15,1,2
"MantaGRIDSSIntersect",0.725714285714286,0.974600870827286,20,15,1,5
"MantaGRIDSSIntersect",0.727142857142857,0.975344452501813,20,15,1,50
"MantaGRIDSSIntersect",0.730714285714286,0.975433526011561,20,15,1,100
"MantaGRIDSSIntersect",0.730714285714286,0.975433526011561,20,15,1,150
"MantaGRIDSSIntersect",0.730714285714286,0.975433526011561,20,15,1,200
"MantaGRIDSSIntersect",0.005,1,20,30,0.05,2
"MantaGRIDSSIntersect",0.005,1,20,30,0.05,5
"MantaGRIDSSIntersect",0.005,1,20,30,0.05,50
"MantaGRIDSSIntersect",0.005,1,20,30,0.05,100
"MantaGRIDSSIntersect",0.005,1,20,30,0.05,150
"MantaGRIDSSIntersect",0.005,1,20,30,0.05,200
"MantaGRIDSSIntersect",0.0578571428571429,0.975757575757576,20,30,0.1,2
"MantaGRIDSSIntersect",0.06,1,20,30,0.1,5
"MantaGRIDSSIntersect",0.06,1,20,30,0.1,50
"MantaGRIDSSIntersect",0.0614285714285714,1,20,30,0.1,100
"MantaGRIDSSIntersect",0.0614285714285714,1,20,30,0.1,150
"MantaGRIDSSIntersect",0.0614285714285714,1,20,30,0.1,200
"MantaGRIDSSIntersect",0.258571428571429,0.956381260096931,20,30,0.2,2
"MantaGRIDSSIntersect",0.266428571428571,0.978930307941653,20,30,0.2,5
"MantaGRIDSSIntersect",0.266428571428571,0.978930307941653,20,30,0.2,50
"MantaGRIDSSIntersect",0.271428571428571,0.979166666666667,20,30,0.2,100
"MantaGRIDSSIntersect",0.272142857142857,0.9792,20,30,0.2,150
"MantaGRIDSSIntersect",0.272142857142857,0.9792,20,30,0.2,200
"MantaGRIDSSIntersect",0.657857142857143,0.948971820258949,20,30,0.5,2
"MantaGRIDSSIntersect",0.672142857142857,0.975346687211094,20,30,0.5,5
"MantaGRIDSSIntersect",0.672142857142857,0.975346687211094,20,30,0.5,50
"MantaGRIDSSIntersect",0.676428571428571,0.975460122699387,20,30,0.5,100
"MantaGRIDSSIntersect",0.676428571428571,0.975460122699387,20,30,0.5,150
"MantaGRIDSSIntersect",0.676428571428571,0.975460122699387,20,30,0.5,200
"MantaGRIDSSIntersect",0.714285714285714,0.949964260185847,20,30,0.8,2
"MantaGRIDSSIntersect",0.727142857142857,0.973265895953757,20,30,0.8,5
"MantaGRIDSSIntersect",0.73,0.974747474747475,20,30,0.8,50
"MantaGRIDSSIntersect",0.734285714285714,0.97485632183908,20,30,0.8,100
"MantaGRIDSSIntersect",0.734285714285714,0.97485632183908,20,30,0.8,150
"MantaGRIDSSIntersect",0.734285714285714,0.97485632183908,20,30,0.8,200
"MantaGRIDSSIntersect",0.718571428571429,0.949430199430199,20,30,1,2
"MantaGRIDSSIntersect",0.733571428571429,0.974802015838733,20,30,1,5
"MantaGRIDSSIntersect",0.735,0.975539568345324,20,30,1,50
"MantaGRIDSSIntersect",0.738571428571429,0.975627240143369,20,30,1,100
"MantaGRIDSSIntersect",0.738571428571429,0.975627240143369,20,30,1,150
"MantaGRIDSSIntersect",0.738571428571429,0.975627240143369,20,30,1,200
"MantaGRIDSSIntersect",0.00571428571428571,1,20,45,0.05,2
"MantaGRIDSSIntersect",0.00571428571428571,1,20,45,0.05,5
"MantaGRIDSSIntersect",0.00571428571428571,1,20,45,0.05,50
"MantaGRIDSSIntersect",0.00571428571428571,1,20,45,0.05,100
"MantaGRIDSSIntersect",0.00571428571428571,1,20,45,0.05,150
"MantaGRIDSSIntersect",0.00571428571428571,1,20,45,0.05,200
"MantaGRIDSSIntersect",0.0578571428571429,0.976047904191617,20,45,0.1,2
"MantaGRIDSSIntersect",0.06,1,20,45,0.1,5
"MantaGRIDSSIntersect",0.06,1,20,45,0.1,50
"MantaGRIDSSIntersect",0.0607142857142857,1,20,45,0.1,100
"MantaGRIDSSIntersect",0.0614285714285714,1,20,45,0.1,150
"MantaGRIDSSIntersect",0.0614285714285714,1,20,45,0.1,200
"MantaGRIDSSIntersect",0.255,0.954471544715447,20,45,0.2,2
"MantaGRIDSSIntersect",0.263571428571429,0.978792822185971,20,45,0.2,5
"MantaGRIDSSIntersect",0.263571428571429,0.978792822185971,20,45,0.2,50
"MantaGRIDSSIntersect",0.269285714285714,0.979066022544283,20,45,0.2,100
"MantaGRIDSSIntersect",0.27,0.979099678456592,20,45,0.2,150
"MantaGRIDSSIntersect",0.27,0.979099678456592,20,45,0.2,200
"MantaGRIDSSIntersect",0.652857142857143,0.949425287356322,20,45,0.5,2
"MantaGRIDSSIntersect",0.667142857142857,0.975213013168087,20,45,0.5,5
"MantaGRIDSSIntersect",0.667142857142857,0.975213013168087,20,45,0.5,50
"MantaGRIDSSIntersect",0.671428571428571,0.97532767925983,20,45,0.5,100
"MantaGRIDSSIntersect",0.671428571428571,0.97532767925983,20,45,0.5,150
"MantaGRIDSSIntersect",0.671428571428571,0.97532767925983,20,45,0.5,200
"MantaGRIDSSIntersect",0.705714285714286,0.95021645021645,20,45,0.8,2
"MantaGRIDSSIntersect",0.718571428571429,0.973032069970845,20,45,0.8,5
"MantaGRIDSSIntersect",0.721428571428571,0.9745269286754,20,45,0.8,50
"MantaGRIDSSIntersect",0.725,0.974619289340102,20,45,0.8,100
"MantaGRIDSSIntersect",0.725,0.974619289340102,20,45,0.8,150
"MantaGRIDSSIntersect",0.725,0.974619289340102,20,45,0.8,200
"MantaGRIDSSIntersect",0.705714285714286,0.949458483754513,20,45,1,2
"MantaGRIDSSIntersect",0.720714285714286,0.974471188913202,20,45,1,5
"MantaGRIDSSIntersect",0.722142857142857,0.975218658892128,20,45,1,50
"MantaGRIDSSIntersect",0.725714285714286,0.975308641975309,20,45,1,100
"MantaGRIDSSIntersect",0.725714285714286,0.975308641975309,20,45,1,150
"MantaGRIDSSIntersect",0.725714285714286,0.975308641975309,20,45,1,200
"MantaGRIDSSIntersect",0.00571428571428571,1,20,60,0.05,2
"MantaGRIDSSIntersect",0.00571428571428571,1,20,60,0.05,5
"MantaGRIDSSIntersect",0.00571428571428571,1,20,60,0.05,50
"MantaGRIDSSIntersect",0.00571428571428571,1,20,60,0.05,100
"MantaGRIDSSIntersect",0.00571428571428571,1,20,60,0.05,150
"MantaGRIDSSIntersect",0.00571428571428571,1,20,60,0.05,200
"MantaGRIDSSIntersect",0.06,0.976744186046512,20,60,0.1,2
"MantaGRIDSSIntersect",0.0621428571428571,1,20,60,0.1,5
"MantaGRIDSSIntersect",0.0621428571428571,1,20,60,0.1,50
"MantaGRIDSSIntersect",0.0628571428571429,1,20,60,0.1,100
"MantaGRIDSSIntersect",0.0635714285714286,1,20,60,0.1,150
"MantaGRIDSSIntersect",0.0635714285714286,1,20,60,0.1,200
"MantaGRIDSSIntersect",0.258571428571429,0.956451612903226,20,60,0.2,2
"MantaGRIDSSIntersect",0.266428571428571,0.978964401294498,20,60,0.2,5
"MantaGRIDSSIntersect",0.266428571428571,0.978964401294498,20,60,0.2,50
"MantaGRIDSSIntersect",0.272857142857143,0.9792663476874,20,60,0.2,100
"MantaGRIDSSIntersect",0.273571428571429,0.979299363057325,20,60,0.2,150
"MantaGRIDSSIntersect",0.273571428571429,0.979299363057325,20,60,0.2,200
"MantaGRIDSSIntersect",0.645714285714286,0.949034749034749,20,60,0.5,2
"MantaGRIDSSIntersect",0.66,0.97578125,20,60,0.5,5
"MantaGRIDSSIntersect",0.66,0.97578125,20,60,0.5,50
"MantaGRIDSSIntersect",0.664285714285714,0.975894245723173,20,60,0.5,100
"MantaGRIDSSIntersect",0.664285714285714,0.975894245723173,20,60,0.5,150
"MantaGRIDSSIntersect",0.664285714285714,0.975894245723173,20,60,0.5,200
"MantaGRIDSSIntersect",0.702857142857143,0.950072358900145,20,60,0.8,2
"MantaGRIDSSIntersect",0.715,0.972933430870519,20,60,0.8,5
"MantaGRIDSSIntersect",0.717857142857143,0.974433893352812,20,60,0.8,50
"MantaGRIDSSIntersect",0.721428571428571,0.9745269286754,20,60,0.8,100
"MantaGRIDSSIntersect",0.721428571428571,0.9745269286754,20,60,0.8,150
"MantaGRIDSSIntersect",0.721428571428571,0.9745269286754,20,60,0.8,200
"MantaGRIDSSIntersect",0.702142857142857,0.949275362318841,20,60,1,2
"MantaGRIDSSIntersect",0.716428571428571,0.974358974358974,20,60,1,5
"MantaGRIDSSIntersect",0.717857142857143,0.97510980966325,20,60,1,50
"MantaGRIDSSIntersect",0.721428571428571,0.975200583515682,20,60,1,100
"MantaGRIDSSIntersect",0.721428571428571,0.975200583515682,20,60,1,150
"MantaGRIDSSIntersect",0.721428571428571,0.975200583515682,20,60,1,200
"MantaGRIDSSIntersect",0.00642857142857143,1,20,75,0.05,2
"MantaGRIDSSIntersect",0.00642857142857143,1,20,75,0.05,5
"MantaGRIDSSIntersect",0.00642857142857143,1,20,75,0.05,50
"MantaGRIDSSIntersect",0.00642857142857143,1,20,75,0.05,100
"MantaGRIDSSIntersect",0.00642857142857143,1,20,75,0.05,150
"MantaGRIDSSIntersect",0.00642857142857143,1,20,75,0.05,200
"MantaGRIDSSIntersect",0.0585714285714286,0.976470588235294,20,75,0.1,2
"MantaGRIDSSIntersect",0.0607142857142857,1,20,75,0.1,5
"MantaGRIDSSIntersect",0.0607142857142857,1,20,75,0.1,50
"MantaGRIDSSIntersect",0.0614285714285714,1,20,75,0.1,100
"MantaGRIDSSIntersect",0.0621428571428571,1,20,75,0.1,150
"MantaGRIDSSIntersect",0.0621428571428571,1,20,75,0.1,200
"MantaGRIDSSIntersect",0.257857142857143,0.954838709677419,20,75,0.2,2
"MantaGRIDSSIntersect",0.266428571428571,0.978964401294498,20,75,0.2,5
"MantaGRIDSSIntersect",0.266428571428571,0.978964401294498,20,75,0.2,50
"MantaGRIDSSIntersect",0.272857142857143,0.9792663476874,20,75,0.2,100
"MantaGRIDSSIntersect",0.273571428571429,0.979299363057325,20,75,0.2,150
"MantaGRIDSSIntersect",0.273571428571429,0.979299363057325,20,75,0.2,200
"MantaGRIDSSIntersect",0.644285714285714,0.948955916473318,20,75,0.5,2
"MantaGRIDSSIntersect",0.657142857142857,0.974178403755869,20,75,0.5,5
"MantaGRIDSSIntersect",0.657857142857143,0.974960876369327,20,75,0.5,50
"MantaGRIDSSIntersect",0.662142857142857,0.975077881619938,20,75,0.5,100
"MantaGRIDSSIntersect",0.662142857142857,0.975077881619938,20,75,0.5,150
"MantaGRIDSSIntersect",0.662142857142857,0.975077881619938,20,75,0.5,200
"MantaGRIDSSIntersect",0.696428571428571,0.951824817518248,20,75,0.8,2
"MantaGRIDSSIntersect",0.708571428571429,0.974188790560472,20,75,0.8,5
"MantaGRIDSSIntersect",0.710714285714286,0.974963181148748,20,75,0.8,50
"MantaGRIDSSIntersect",0.715714285714286,0.975091575091575,20,75,0.8,100
"MantaGRIDSSIntersect",0.715714285714286,0.975091575091575,20,75,0.8,150
"MantaGRIDSSIntersect",0.715714285714286,0.975091575091575,20,75,0.8,200
"MantaGRIDSSIntersect",0.691428571428571,0.949376375641966,20,75,1,2
"MantaGRIDSSIntersect",0.705714285714286,0.97405485544848,20,75,1,5
"MantaGRIDSSIntersect",0.706428571428571,0.974796145292809,20,75,1,50
"MantaGRIDSSIntersect",0.711428571428571,0.974926253687316,20,75,1,100
"MantaGRIDSSIntersect",0.711428571428571,0.974926253687316,20,75,1,150
"MantaGRIDSSIntersect",0.711428571428571,0.974926253687316,20,75,1,200
"MantaGRIDSSIntersect",0.00571428571428571,1,20,90,0.05,2
"MantaGRIDSSIntersect",0.00571428571428571,1,20,90,0.05,5
"MantaGRIDSSIntersect",0.00571428571428571,1,20,90,0.05,50
"MantaGRIDSSIntersect",0.00571428571428571,1,20,90,0.05,100
"MantaGRIDSSIntersect",0.00571428571428571,1,20,90,0.05,150
"MantaGRIDSSIntersect",0.00571428571428571,1,20,90,0.05,200
"MantaGRIDSSIntersect",0.0585714285714286,0.976470588235294,20,90,0.1,2
"MantaGRIDSSIntersect",0.0607142857142857,1,20,90,0.1,5
"MantaGRIDSSIntersect",0.0607142857142857,1,20,90,0.1,50
"MantaGRIDSSIntersect",0.0614285714285714,1,20,90,0.1,100
"MantaGRIDSSIntersect",0.0621428571428571,1,20,90,0.1,150
"MantaGRIDSSIntersect",0.0621428571428571,1,20,90,0.1,200
"MantaGRIDSSIntersect",0.259285714285714,0.954983922829582,20,90,0.2,2
"MantaGRIDSSIntersect",0.267857142857143,0.979032258064516,20,90,0.2,5
"MantaGRIDSSIntersect",0.267857142857143,0.979032258064516,20,90,0.2,50
"MantaGRIDSSIntersect",0.274285714285714,0.97933227344992,20,90,0.2,100
"MantaGRIDSSIntersect",0.275,0.979365079365079,20,90,0.2,150
"MantaGRIDSSIntersect",0.275,0.979365079365079,20,90,0.2,200
"MantaGRIDSSIntersect",0.640714285714286,0.947286821705426,20,90,0.5,2
"MantaGRIDSSIntersect",0.655,0.974117647058824,20,90,0.5,5
"MantaGRIDSSIntersect",0.655714285714286,0.974901960784314,20,90,0.5,50
"MantaGRIDSSIntersect",0.66,0.975019516003123,20,90,0.5,100
"MantaGRIDSSIntersect",0.66,0.975019516003123,20,90,0.5,150
"MantaGRIDSSIntersect",0.66,0.975019516003123,20,90,0.5,200
"MantaGRIDSSIntersect",0.691428571428571,0.952276064610866,20,90,0.8,2
"MantaGRIDSSIntersect",0.702857142857143,0.974035608308605,20,90,0.8,5
"MantaGRIDSSIntersect",0.705,0.974814814814815,20,90,0.8,50
"MantaGRIDSSIntersect",0.71,0.974944731024318,20,90,0.8,100
"MantaGRIDSSIntersect",0.71,0.974944731024318,20,90,0.8,150
"MantaGRIDSSIntersect",0.71,0.974944731024318,20,90,0.8,200
"MantaGRIDSSIntersect",0.686428571428571,0.949152542372881,20,90,1,2
"MantaGRIDSSIntersect",0.700714285714286,0.973938942665674,20,90,1,5
"MantaGRIDSSIntersect",0.702142857142857,0.974702380952381,20,90,1,50
"MantaGRIDSSIntersect",0.707142857142857,0.974833456698742,20,90,1,100
"MantaGRIDSSIntersect",0.707142857142857,0.974833456698742,20,90,1,150
"MantaGRIDSSIntersect",0.707142857142857,0.974833456698742,20,90,1,200
"MantaGRIDSSIntersect",0.0142857142857143,0.918367346938776,30,15,0.05,2
"MantaGRIDSSIntersect",0.0142857142857143,0.978260869565217,30,15,0.05,5
"MantaGRIDSSIntersect",0.0142857142857143,0.978260869565217,30,15,0.05,50
"MantaGRIDSSIntersect",0.0157142857142857,0.979166666666667,30,15,0.05,100
"MantaGRIDSSIntersect",0.0157142857142857,0.979166666666667,30,15,0.05,150
"MantaGRIDSSIntersect",0.0157142857142857,0.979166666666667,30,15,0.05,200
"MantaGRIDSSIntersect",0.128571428571429,0.943396226415094,30,15,0.1,2
"MantaGRIDSSIntersect",0.135,0.983561643835616,30,15,0.1,5
"MantaGRIDSSIntersect",0.135,0.983561643835616,30,15,0.1,50
"MantaGRIDSSIntersect",0.138571428571429,0.983783783783784,30,15,0.1,100
"MantaGRIDSSIntersect",0.138571428571429,0.983783783783784,30,15,0.1,150
"MantaGRIDSSIntersect",0.138571428571429,0.983783783783784,30,15,0.1,200
"MantaGRIDSSIntersect",0.437142857142857,0.948905109489051,30,15,0.2,2
"MantaGRIDSSIntersect",0.449285714285714,0.975814931650894,30,15,0.2,5
"MantaGRIDSSIntersect",0.449285714285714,0.975814931650894,30,15,0.2,50
"MantaGRIDSSIntersect",0.461428571428571,0.976239669421488,30,15,0.2,100
"MantaGRIDSSIntersect",0.462142857142857,0.976264189886481,30,15,0.2,150
"MantaGRIDSSIntersect",0.462142857142857,0.976264189886481,30,15,0.2,200
"MantaGRIDSSIntersect",0.693571428571429,0.951434878587196,30,15,0.5,2
"MantaGRIDSSIntersect",0.706428571428571,0.97546468401487,30,15,0.5,5
"MantaGRIDSSIntersect",0.707142857142857,0.976208178438662,30,15,0.5,50
"MantaGRIDSSIntersect",0.708571428571429,0.976243504083148,30,15,0.5,100
"MantaGRIDSSIntersect",0.708571428571429,0.976243504083148,30,15,0.5,150
"MantaGRIDSSIntersect",0.708571428571429,0.976243504083148,30,15,0.5,200
"MantaGRIDSSIntersect",0.709285714285714,0.951043916486681,30,15,0.8,2
"MantaGRIDSSIntersect",0.721428571428571,0.973799126637555,30,15,0.8,5
"MantaGRIDSSIntersect",0.722857142857143,0.974545454545454,30,15,0.8,50
"MantaGRIDSSIntersect",0.724285714285714,0.974582425562818,30,15,0.8,100
"MantaGRIDSSIntersect",0.724285714285714,0.974582425562818,30,15,0.8,150
"MantaGRIDSSIntersect",0.724285714285714,0.974582425562818,30,15,0.8,200
"MantaGRIDSSIntersect",0.714285714285714,0.949176807444524,30,15,1,2
"MantaGRIDSSIntersect",0.73,0.97469269703543,30,15,1,5
"MantaGRIDSSIntersect",0.73,0.97469269703543,30,15,1,50
"MantaGRIDSSIntersect",0.734285714285714,0.974802015838733,30,15,1,100
"MantaGRIDSSIntersect",0.734285714285714,0.974802015838733,30,15,1,150
"MantaGRIDSSIntersect",0.734285714285714,0.974802015838733,30,15,1,200
"MantaGRIDSSIntersect",0.0178571428571429,0.925925925925926,30,30,0.05,2
"MantaGRIDSSIntersect",0.0178571428571429,0.980392156862745,30,30,0.05,5
"MantaGRIDSSIntersect",0.0178571428571429,0.980392156862745,30,30,0.05,50
"MantaGRIDSSIntersect",0.0192857142857143,0.981132075471698,30,30,0.05,100
"MantaGRIDSSIntersect",0.0192857142857143,0.981132075471698,30,30,0.05,150
"MantaGRIDSSIntersect",0.0192857142857143,0.981132075471698,30,30,0.05,200
"MantaGRIDSSIntersect",0.148571428571429,0.947630922693267,30,30,0.1,2
"MantaGRIDSSIntersect",0.155,0.984810126582279,30,30,0.1,5
"MantaGRIDSSIntersect",0.155,0.984810126582279,30,30,0.1,50
"MantaGRIDSSIntersect",0.158571428571429,0.985,30,30,0.1,100
"MantaGRIDSSIntersect",0.158571428571429,0.985,30,30,0.1,150
"MantaGRIDSSIntersect",0.158571428571429,0.985,30,30,0.1,200
"MantaGRIDSSIntersect",0.447857142857143,0.950718685831622,30,30,0.2,2
"MantaGRIDSSIntersect",0.460714285714286,0.976215098241985,30,30,0.2,5
"MantaGRIDSSIntersect",0.460714285714286,0.976215098241985,30,30,0.2,50
"MantaGRIDSSIntersect",0.472142857142857,0.976602238046796,30,30,0.2,100
"MantaGRIDSSIntersect",0.472857142857143,0.976626016260163,30,30,0.2,150
"MantaGRIDSSIntersect",0.472857142857143,0.976626016260163,30,30,0.2,200
"MantaGRIDSSIntersect",0.714285714285714,0.952483801295896,30,30,0.5,2
"MantaGRIDSSIntersect",0.727142857142857,0.976,30,30,0.5,5
"MantaGRIDSSIntersect",0.727857142857143,0.976727272727273,30,30,0.5,50
"MantaGRIDSSIntersect",0.728571428571429,0.976744186046512,30,30,0.5,100
"MantaGRIDSSIntersect",0.728571428571429,0.976744186046512,30,30,0.5,150
"MantaGRIDSSIntersect",0.728571428571429,0.976744186046512,30,30,0.5,200
"MantaGRIDSSIntersect",0.724285714285714,0.95042492917847,30,30,0.8,2
"MantaGRIDSSIntersect",0.737142857142857,0.973514674302076,30,30,0.8,5
"MantaGRIDSSIntersect",0.738571428571429,0.974248927038627,30,30,0.8,50
"MantaGRIDSSIntersect",0.740714285714286,0.974304068522484,30,30,0.8,100
"MantaGRIDSSIntersect",0.740714285714286,0.974304068522484,30,30,0.8,150
"MantaGRIDSSIntersect",0.740714285714286,0.974304068522484,30,30,0.8,200
"MantaGRIDSSIntersect",0.720714285714286,0.948863636363636,30,30,1,2
"MantaGRIDSSIntersect",0.736428571428571,0.974175035868006,30,30,1,5
"MantaGRIDSSIntersect",0.736428571428571,0.974175035868006,30,30,1,50
"MantaGRIDSSIntersect",0.741428571428571,0.974304068522484,30,30,1,100
"MantaGRIDSSIntersect",0.741428571428571,0.974304068522484,30,30,1,150
"MantaGRIDSSIntersect",0.741428571428571,0.974304068522484,30,30,1,200
"MantaGRIDSSIntersect",0.0185714285714286,0.927272727272727,30,45,0.05,2
"MantaGRIDSSIntersect",0.0185714285714286,0.980769230769231,30,45,0.05,5
"MantaGRIDSSIntersect",0.0185714285714286,0.980769230769231,30,45,0.05,50
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,45,0.05,100
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,45,0.05,150
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,45,0.05,200
"MantaGRIDSSIntersect",0.149285714285714,0.945409429280397,30,45,0.1,2
"MantaGRIDSSIntersect",0.155714285714286,0.984848484848485,30,45,0.1,5
"MantaGRIDSSIntersect",0.155714285714286,0.984848484848485,30,45,0.1,50
"MantaGRIDSSIntersect",0.159285714285714,0.985037406483791,30,45,0.1,100
"MantaGRIDSSIntersect",0.159285714285714,0.985037406483791,30,45,0.1,150
"MantaGRIDSSIntersect",0.159285714285714,0.985037406483791,30,45,0.1,200
"MantaGRIDSSIntersect",0.447857142857143,0.950718685831622,30,45,0.2,2
"MantaGRIDSSIntersect",0.460714285714286,0.976215098241985,30,45,0.2,5
"MantaGRIDSSIntersect",0.460714285714286,0.976215098241985,30,45,0.2,50
"MantaGRIDSSIntersect",0.473571428571429,0.976649746192893,30,45,0.2,100
"MantaGRIDSSIntersect",0.474285714285714,0.976673427991886,30,45,0.2,150
"MantaGRIDSSIntersect",0.474285714285714,0.976673427991886,30,45,0.2,200
"MantaGRIDSSIntersect",0.701428571428571,0.952554744525547,30,45,0.5,2
"MantaGRIDSSIntersect",0.714285714285714,0.975681650700074,30,45,0.5,5
"MantaGRIDSSIntersect",0.715,0.976418570375829,30,45,0.5,50
"MantaGRIDSSIntersect",0.716428571428571,0.97645327446652,30,45,0.5,100
"MantaGRIDSSIntersect",0.716428571428571,0.97645327446652,30,45,0.5,150
"MantaGRIDSSIntersect",0.716428571428571,0.97645327446652,30,45,0.5,200
"MantaGRIDSSIntersect",0.711428571428571,0.951149425287356,30,45,0.8,2
"MantaGRIDSSIntersect",0.724285714285714,0.974582425562818,30,45,0.8,5
"MantaGRIDSSIntersect",0.725714285714286,0.975326560232221,30,45,0.8,50
"MantaGRIDSSIntersect",0.727142857142857,0.97536231884058,30,45,0.8,100
"MantaGRIDSSIntersect",0.727142857142857,0.97536231884058,30,45,0.8,150
"MantaGRIDSSIntersect",0.727142857142857,0.97536231884058,30,45,0.8,200
"MantaGRIDSSIntersect",0.707142857142857,0.947444204463643,30,45,1,2
"MantaGRIDSSIntersect",0.723571428571429,0.973818181818182,30,45,1,5
"MantaGRIDSSIntersect",0.723571428571429,0.973818181818182,30,45,1,50
"MantaGRIDSSIntersect",0.727857142857143,0.973931933381608,30,45,1,100
"MantaGRIDSSIntersect",0.727857142857143,0.973931933381608,30,45,1,150
"MantaGRIDSSIntersect",0.727857142857143,0.973931933381608,30,45,1,200
"MantaGRIDSSIntersect",0.0185714285714286,0.927272727272727,30,60,0.05,2
"MantaGRIDSSIntersect",0.0185714285714286,0.980769230769231,30,60,0.05,5
"MantaGRIDSSIntersect",0.0185714285714286,0.980769230769231,30,60,0.05,50
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,60,0.05,100
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,60,0.05,150
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,60,0.05,200
"MantaGRIDSSIntersect",0.151428571428571,0.945812807881773,30,60,0.1,2
"MantaGRIDSSIntersect",0.157857142857143,0.984962406015038,30,60,0.1,5
"MantaGRIDSSIntersect",0.157857142857143,0.984962406015038,30,60,0.1,50
"MantaGRIDSSIntersect",0.161428571428571,0.985148514851485,30,60,0.1,100
"MantaGRIDSSIntersect",0.161428571428571,0.985148514851485,30,60,0.1,150
"MantaGRIDSSIntersect",0.161428571428571,0.985148514851485,30,60,0.1,200
"MantaGRIDSSIntersect",0.451428571428571,0.95010183299389,30,60,0.2,2
"MantaGRIDSSIntersect",0.464285714285714,0.976386036960986,30,60,0.2,5
"MantaGRIDSSIntersect",0.464285714285714,0.976386036960986,30,60,0.2,50
"MantaGRIDSSIntersect",0.477142857142857,0.976814516129032,30,60,0.2,100
"MantaGRIDSSIntersect",0.477857142857143,0.976837865055388,30,60,0.2,150
"MantaGRIDSSIntersect",0.477857142857143,0.976837865055388,30,60,0.2,200
"MantaGRIDSSIntersect",0.701428571428571,0.951859956236324,30,60,0.5,2
"MantaGRIDSSIntersect",0.714285714285714,0.975681650700074,30,60,0.5,5
"MantaGRIDSSIntersect",0.715,0.976418570375829,30,60,0.5,50
"MantaGRIDSSIntersect",0.716428571428571,0.97645327446652,30,60,0.5,100
"MantaGRIDSSIntersect",0.716428571428571,0.97645327446652,30,60,0.5,150
"MantaGRIDSSIntersect",0.716428571428571,0.97645327446652,30,60,0.5,200
"MantaGRIDSSIntersect",0.707857142857143,0.95028818443804,30,60,0.8,2
"MantaGRIDSSIntersect",0.72,0.973051711580481,30,60,0.8,5
"MantaGRIDSSIntersect",0.721428571428571,0.973799126637555,30,60,0.8,50
"MantaGRIDSSIntersect",0.722857142857143,0.973837209302326,30,60,0.8,100
"MantaGRIDSSIntersect",0.722857142857143,0.973837209302326,30,60,0.8,150
"MantaGRIDSSIntersect",0.722857142857143,0.973837209302326,30,60,0.8,200
"MantaGRIDSSIntersect",0.702857142857143,0.947939262472885,30,60,1,2
"MantaGRIDSSIntersect",0.718571428571429,0.973703433162893,30,60,1,5
"MantaGRIDSSIntersect",0.718571428571429,0.973703433162893,30,60,1,50
"MantaGRIDSSIntersect",0.723571428571429,0.973837209302326,30,60,1,100
"MantaGRIDSSIntersect",0.723571428571429,0.973837209302326,30,60,1,150
"MantaGRIDSSIntersect",0.723571428571429,0.973837209302326,30,60,1,200
"MantaGRIDSSIntersect",0.0185714285714286,0.927272727272727,30,75,0.05,2
"MantaGRIDSSIntersect",0.0185714285714286,0.980769230769231,30,75,0.05,5
"MantaGRIDSSIntersect",0.0185714285714286,0.980769230769231,30,75,0.05,50
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,75,0.05,100
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,75,0.05,150
"MantaGRIDSSIntersect",0.02,0.981481481481482,30,75,0.05,200
"MantaGRIDSSIntersect",0.149285714285714,0.945544554455445,30,75,0.1,2
"MantaGRIDSSIntersect",0.155714285714286,0.984886649874055,30,75,0.1,5
"MantaGRIDSSIntersect",0.155714285714286,0.984886649874055,30,75,0.1,50
"MantaGRIDSSIntersect",0.159285714285714,0.985074626865672,30,75,0.1,100
"MantaGRIDSSIntersect",0.159285714285714,0.985074626865672,30,75,0.1,150
"MantaGRIDSSIntersect",0.159285714285714,0.985074626865672,30,75,0.1,200
"MantaGRIDSSIntersect",0.448571428571429,0.949897750511247,30,75,0.2,2
"MantaGRIDSSIntersect",0.461428571428571,0.976288659793814,30,75,0.2,5
"MantaGRIDSSIntersect",0.461428571428571,0.976288659793814,30,75,0.2,50
"MantaGRIDSSIntersect",0.474285714285714,0.976720647773279,30,75,0.2,100
"MantaGRIDSSIntersect",0.475,0.976744186046512,30,75,0.2,150
"MantaGRIDSSIntersect",0.475,0.976744186046512,30,75,0.2,200
"MantaGRIDSSIntersect",0.692142857142857,0.952100221075903,30,75,0.5,2
"MantaGRIDSSIntersect",0.705,0.975446428571429,30,75,0.5,5
"MantaGRIDSSIntersect",0.705714285714286,0.976190476190476,30,75,0.5,50
"MantaGRIDSSIntersect",0.707857142857143,0.976243504083148,30,75,0.5,100
"MantaGRIDSSIntersect",0.707857142857143,0.976243504083148,30,75,0.5,150
